CD_PRODCOM_2016|TX_PRODCOM_FR|TX_PRODCOM_NL|CD_UNIT|CD_TYPE
14.13.24.60|Shorts, de coton ou de fibres synthétiques ou artificielles, pour hommes ou garçonnets (à l’exclusion des articles en bonneterie)|Korte broeken van katoen of van synthetische of kunstmatige vezels, voor heren of voor jongens (excl. brei- of haakwerk)|p/st|-
14.13.31.15|Imperméables, manteaux, etc., pour femmes ou fillettes|Mantels, regenjassen en dergelijke artikelen, voor dames of voor meisjes|p/st|-
14.13.31.30|Gilets, anoraks, blousons de ski, coupe-vent et articles similaires, pour femmes ou fillettes (à l’exclusion des vestes et blazers, des articles en bonneterie ainsi que des articles imprégnés, enduits, recouverts, stratifiés ou caoutchoutés)|Vesten, anoraks, blousons en dergelijke artikelen, voor dames of voor meisjes (excl. blazers en andere jasjes, brei- of haakwerk, en kleding die is geïmpregneerd, bekleed, bedekt, met inlagen of gegummeerd)|p/st|-
14.13.32.00|Costumes-tailleurs et ensembles, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Mantelpakken, broekpakken en ensembles voor dames of voor meisjes (excl. brei- of haakwerk)|p/st|-
14.13.33.30|Vestes et blazers, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Blazers en andere jasjes, voor dames of voor meisjes (excl. brei- of haakwerk)|p/st|-
14.13.34.70|Robes, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Japonnen voor dames of voor meisjes (excl. brei- of haakwerk)|p/st|-
14.13.34.80|Jupes et jupes-culottes, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Rokken en broekrokken, voor dames of voor meisjes (excl. brei- of haakwerk)|p/st|-
14.13.35.42|Pantalons et culottes, en tissus dits «denim», pour femmes ou fillettes (à l’exclusion des vêtements de travail)|Lange broeken van denim, voor dames of voor meisjes (excl. werk- en bedrijfskleding)|p/st|-
14.13.35.48|Pantalons et culottes, de coton, pour femmes ou fillettes (à l’exclusion des articles en tissus dits «denim» et des vêtements de travail)|Lange broeken van katoen, voor dames of voor meisjes (excl. denim, werk- en bedrijfskleding)|p/st|-
14.13.35.49|Pantalons et culottes, de laine, de poils fins ou de fibres synthétiques ou artificielles, pour femmes ou fillettes (à l’exclusion des articles en bonneterie et des vêtements de travail)|Lange broeken van wol of van fijn haar of van synthetische of kunstmatige vezels, voor dames of voor meisjes (excl. brei- of haakwerk, werk- en bedrijfskleding)|p/st|-
14.13.35.51|Salopettes à bretelles, de coton, pour femmes ou fillettes (à l’exclusion des articles en bonneterie et des vêtements de travail)|Zogenaamde Amerikaanse overalls van katoen, voor dames of voor meisjes (excl. brei- of haakwerk, werk- en bedrijfskleding)|p/st|-
14.13.35.61|Shorts, de coton, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Korte broeken van katoen, voor dames of voor meisjes (excl. brei- of haakwerk)|p/st|-
14.13.35.63|Salopettes à bretelles, de laine, de poils fins ou de fibres synthétiques ou artificielles (à l’exclusion des articles de coton, des articles en bonneterie et des vêtements de travail) et shorts, de laine ou de poils fins (à l’exclusion des articles en bonneterie), pour femmes ou fillettes|Zogenaamde Amerikaanse overalls, voor dames of voor meisjes, van wol of van fijn haar en synthetische of kunstmatige vezels (excl. die van katoen, brei- of haakwerk, werk- en bedrijfskleding) en korte broeken, voor dames of voor meisjes, van wol of van fijn haar (excl. brei- of haakwerk)|p/st|-
14.13.35.65|Shorts, de fibres synthétiques ou artificielles, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Korte broeken van synthetische of kunstmatige vezels, voor dames of voor meisjes (excl. brei- of haakwerk)|p/st|-
14.13.35.69|Pantalons, culottes et salopettes à bretelles, en matières textiles, pour femmes ou fillettes (à l’exclusion des vêtements de coton, de laine ou de poils fins, de fibres synthétiques ou artificielles ainsi que des vêtements en bonneterie)|Lange broeken en zogenaamde Amerikaanse overalls, van textielstoffen, voor dames of voor meisjes (excl. die van katoen, wol of fijn haar, synthetische of kunstmatige vezels, brei- of haakwerk)|p/st|-
14.14.11.00|Chemises et chemisettes, en bonneterie, pour hommes ou garçonnets|Overhemden van brei- of haakwerk, voor heren of voor jongens|p/st|-
14.14.12.20|Slips et caleçons, en bonneterie, pour hommes ou garçonnets, y compris les boxer-shorts|Slips en onderbroeken, van brei- of haakwerk, voor heren of voor jongens (incl. boxershorts)|p/st|-
14.14.12.30|Chemises de nuit et pyjamas, en bonneterie, pour hommes ou garçonnets|Nachthemden en pyjama's, van brei- of haakwerk, voor heren of voor jongens|p/st|-
14.14.12.40|Robes de chambre, peignoirs de bain et articles similaires, en bonneterie, pour hommes ou garçonnets|Badjassen, kamerjassen en dergelijke artikelen, van brei- of haakwerk, voor heren of voor jongens|p/st|-
14.14.13.10|Chemisiers, blouses, blouses-chemisiers et chemisettes, en bonneterie, pour femmes ou fillettes|Blouses en hemdblouses, van brei- of haakwerk, voor dames of voor meisjes|p/st|-
14.14.14.20|Slips et culottes, en bonneterie, pour femmes ou fillettes, y compris les boxer-shorts|Slips en onderbroeken, van brei- of haakwerk, voor dames of voor meisjes (incl. boxershorts)|p/st|-
14.14.14.30|Chemises de nuit et pyjamas, en bonneterie, pour femmes ou fillettes|Nachthemden en pyjama's, van brei- of haakwerk, voor dames of voor meisjes|p/st|-
14.14.14.40|Déshabillés, peignoirs de bain, robes de chambre et articles similaires, en bonneterie, pour femmes et fillettes|Negligés, badjassen, kamerjassen en dergelijke artikelen, van brei- of haakwerk, voor dames of voor meisjes|p/st|-
14.14.14.50|Combinaisons, fonds de robes et jupons, en bonneterie, pour femmes ou fillettes|Onderjurken en onderrokken, van brei- of haakwerk, voor dames of voor meisjes|p/st|-
14.14.21.00|Chemises et chemisettes, pour hommes ou garçonnets (à l’exclusion des articles en bonneterie)|Overhemden voor heren of voor jongens (excl. brei- of haakwerk)|p/st|-
14.14.22.20|Slips et caleçons, y compris les boxer-shorts, pour hommes ou garçonnets (à l’exclusion des articles en bonneterie)|Slips en onderbroeken, voor heren of voor jongens (incl. boxershorts) (excl. brei- of haakwerk)|p/st|-
14.14.22.30|Chemises de nuit et pyjamas, pour hommes ou garçonnets (à l’exclusion des articles en bonneterie)|Nachthemden en pyjama's, voor heren of voor jongens (excl.brei- of haakwerk)|p/st|-
14.14.22.40|Gilets de corps, peignoirs de bain, robes de chambre et articles similaires, pour hommes ou garçonnets (à l’exclusion des articles en bonneterie)|Onderhemden, badjassen, kamerjassen en dergelijke artikelen, voor heren of voor jongens (excl. brei- of haakwerk)|p/st|-
14.14.23.00|Chemisiers, blouses, blouses-chemisiers et chemisettes, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Blouses en hemdblouses, voor dames of voor meisjes (excl. brei- of haakwerk)|p/st|-
14.14.24.30|Chemises de nuit et pyjamas, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Nachthemden en pyjama's, voor dames of voor meisjes (excl. brei- of haakwerk)|p/st|-
14.14.24.50|Combinaisons, fonds de robes et jupons, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Onderjurken en onderrokken, voor dames of voor meisjes (excl. brei- of haakwerk)|p/st|-
14.14.24.60|Gilets de corps, chemises de jour, slips, déshabillés, peignoirs de bain, robes de chambre et articles similaires, de coton, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Onderhemden, slips, negligés, badjassen, kamerjassen en dergelijke artikelen, van katoen, voor dames of voor meisjes (excl. brei- of haakwerk)|p/st|-
14.14.24.80|Déshabillés, peignoirs de bain, robes de chambre, gilets de corps, chemises de jour, slips, y compris les boxer-shorts, et articles similaires, de fibres de fibres synthétiques ou artificielles, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Onderhemden, slips (incl. boxershorts), negligés, badjassen, kamerjassen en dergelijke artikelen, van synthetische of kunstmatige vezels, voor dames of voor meisjes|p/st|-
14.14.24.89|Déshabillés, peignoirs de bain, robes de chambre, gilets de corps, chemises de jour, slips et art similaires, de matières textiles, pour femmes ou fillettes (à l’exclusion des articles de coton et de fibres synthétiques et artificielles ainsi que des articles en bonneterie)|Onderhemden, slips, negligés, badjassen, kamerjassen en dergelijke artikelen, van textielstoffen, voor dames of voor meisjes (excl. katoen, synthetische of kunstmatige vezels, brei- of haakwerk)|p/st|-
14.14.25.30|Soutiens-gorge et bustiers|Bustehouders|p/st|-
14.14.25.50|Gaines, gaines-culottes et combinés, y compris les justaucorps à bretelles réglables|Gaines (step-ins), gainebroeken (panty's) en corseletten (incl. body's met verstelbare bandjes)|p/st|-
14.14.25.70|Bretelles, porte-jarretelles, jarretières et articles similaires et leurs parties|Bretels, jarretelles, kousenbanden en dergelijke artikelen, alsmede delen daarvan|-|-
14.14.30.00|T-shirts et maillots de corps, en bonneterie|T-shirts, borstrokken en onderhemden, van brei- of haakwerk|p/st|-
14.19.11.00|Vêtements et accessoires du vêtement, en bonneterie, pour bébés, y compris les brassières, les barboteuses, les culottes, les gants, moufles ou mitaines et les vêtements de dessus (pour enfants d’une taille <= 86 cm)|Kleding en kledingtoebehoren, voor baby’s (kinderen <= 86 cm), van brei- of haakwerk (incl. hemdjes, rompertjes, onderbroekjes, kruippakjes, wantjes, bovenkleding)|-|-
14.19.12.10|Survêtements de sport (trainings), en bonneterie|Trainingspakken, van brei- of haakwerk|p/st|-
14.19.12.30|Combinaisons et ensembles de ski, en bonneterie|Skipakken, van brei- of haakwerk|p/st|-
14.19.12.40|Maillots, culottes et slips de bain, en bonneterie, pour hommes ou garçonnets|Badpakken en zwembroeken, van brei- of haakwerk, voor heren of jongens,|p/st|-
14.19.12.50|Maillots, culottes et slips de bain, en bonneterie, pour femmes ou fillettes|Badpakken en zwembroeken, van brei- of haakwerk, voor dames of voor meisjes|p/st|-
14.19.12.90|Autres vêtements, en bonneterie, y compris les justaucorps à manches|Andere kleding van brei- of haakwerk (incl. body's met mouwen)|kg|-
14.19.13.00|Gants, moufles et mitaines, en bonneterie|Handschoenen (met of zonder vingers) en wanten, van brei- of haakwerk|pa|-
14.19.19.30|Châles, écharpes, foulards, cache-nez, cache-col, mantilles, voiles, voilettes et articles similaires, en bonneterie|Sjaals, sjerpen, hoofddoeken en halsdoeken, mantilles, sluiers, voiles en dergelijke artikelen, van brei- of haakwerk|p/st|-
14.19.19.60|Accessoires du vêtement et leurs parties, en bonneterie (à l’exclusion des gants, moufles, châles, écharpes, foulards, mantilles, voiles et voilettes)|Kledingtoebehoren en delen daarvan, van brei- of haakwerk (excl. handschoenen, wanten, sjaals, sjerpen, hoofddoeken en halsdoeken, mantilles, sluiers, voiles)|-|-
14.19.21.50|Vêtements et accessoires du vêtement, autres qu’en bonneterie, pour bébés (pour enfants d’une taille <= 86 cm), y compris les brassières, les barboteuses, les culottes, les gants/moufles et les vêtements de dessus (à l’exclusion des serviettes hygiéniques, couches et articles similaires)|Kleding en kledingtoebehoren, voor baby’s (kinderen <= 86 cm), van textielstoffen (incl. hemdjes, rompertjes, onderbroekjes, kruippakjes, wantjes, bovenkleding) (excl. brei- of haakwerk, luiers en inlegluiers en dergelijke artikelen)|-|-
14.19.22.10|Survêtements de sport, trainings, joggings et autres vêtements n.c.a., pour hommes ou garçonnets (à l’exclusion des combinaisons et ensembles de ski ainsi que des articles en bonneterie)|Andere kleding voor heren of voor jongens (incl. trainingspakken) (excl. vesten, skipakken, brei- of haakwerk)|p/st|-
14.19.22.20|Survêtements de sport, trainings, joggings et autres vêtements n.c.a., pour femmes ou fillettes (à l’exclusion des combinaisons et ensembles de ski ainsi que des articles en bonneterie)|Andere kleding voor dames of voor meisjes (incl. trainingspakken) (excl. vesten, skipakken, brei- of haakwerk)|p/st|-
14.19.22.30|Combinaisons et ensembles de ski (à l’exclusion des articles en bonneterie)|Skipakken (excl. brei- of haakwerk)|p/st|-
14.19.22.40|Maillots, culottes et slips de bain, pour hommes ou garçonnets (à l’exclusion des articles en bonneterie)|Badpakken en zwembroeken, voor heren of voor jongens (excl. brei- of haakwerk)|p/st|-
14.19.22.50|Maillots, culottes et slips de bain, pour femmes ou fillettes (à l’exclusion des articles en bonneterie)|Badpakken en zwembroeken, voor dames of voor meisjes (excl. brei- of haakwerk)|p/st|-
14.19.23.10|Mouchoirs et pochettes|Zakdoeken|p/st|-
14.19.23.33|Châles, écharpes, foulards, cache-nez, cache-col, mantilles, voiles, voilettes et articles similaires (à l’exclusion des articles de soie ou de déchets de soie ainsi que des articles en bonneterie)|Sjaals, sjerpen, hoofddoeken en halsdoeken, mantilles, sluiers, voiles en dergelijke artikelen (excl. die van zijde of van afval van zijde, en excl. brei- of haakwerk)|p/st|-
14.19.23.38|Châles, écharpes, foulards, cache-nez, cache-col, mantilles, voiles, voilettes et articles similaires, de soie ou de déchets de soie (à l’exclusion des articles en bonneterie)|Sjaals, sjerpen, hoofddoeken en halsdoeken, mantilles, sluiers, voiles en dergelijke artikelen, van zijde of van afval van zijde (excl. brei- of haakwerk)|p/st|-
14.19.23.53|Cravates, nœuds papillons et foulards cravates (à l’exclusion des articles de soie ou de déchets de soie ainsi que des articles en bonneterie)|Dassen, strikjes en sjaaldassen (excl. die van zijde of van afval van zijde, en excl. brei- of haakwerk)|p/st|-
14.19.23.58|Cravates, nœuds papillons et foulards cravates, de soie ou de déchets de soie (à l’exclusion des articles en bonneterie)|Dassen, strikjes en sjaaldassen, van zijde of van afval van zijde (excl. brei- of haakwerk)|p/st|-
14.19.23.70|Gants, moufles et mitaines (à l’exclusion des articles en bonneterie)|Handschoenen (met of zonder vingers) en wanten (excl. brei- of haakwerk)|pa|-
