Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Geslacht,Aantal werkzoekenden,Totale beroepsbevolking,Procent
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Niet-EU,Vrouwen,14,174,0.0804598
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,West- en Noord-EU15,Vrouwen,12,189,0.0634921
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Mannen,127,4138,0.0306912
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Vrouwen,179,3783,0.0473169
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Mannen,11,335,0.0328358
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Vrouwen,18,292,0.0616438
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Mannen,20,268,0.0746269
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Vrouwen,24,209,0.114833
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,West- en Noord-EU15,Vrouwen,11,197,0.0558376
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Andere landen                                     ,Vrouwen,11,127,0.0866142
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,122,4103,0.0297343
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,155,3715,0.0417227
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Mannen,11,337,0.0326409
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Vrouwen,23,301,0.076412
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Mannen,18,307,0.0586319
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Vrouwen,22,237,0.092827
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,West- en Noord-EU15,Vrouwen,17,194,0.0876289
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,119,4028,0.0295432
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,156,3674,0.0424605
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Mannen,14,352,0.0397727
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Vrouwen,20,333,0.0600601
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Mannen,27,334,0.0808383
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Vrouwen,27,256,0.105469
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Turkije en Maghreb                                ,Vrouwen,13,59,0.220339
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,West- en Noord-EU15,Vrouwen,12,215,0.055814
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Andere landen                                     ,Mannen,11,206,0.0533981
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Mannen,109,3945,0.0276299
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Vrouwen,157,3651,0.0430019
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Mannen,11,354,0.0310734
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Vrouwen,19,357,0.0532213
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Europa niet-EU                                    ,Mannen,13,67,0.19403
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Europa niet-EU                                    ,Vrouwen,12,69,0.173913
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Mannen,33,361,0.0914127
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Vrouwen,31,262,0.118321
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Turkije en Maghreb                                ,Vrouwen,10,51,0.196078
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Andere landen                                     ,Mannen,16,230,0.0695652
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Andere landen                                     ,Vrouwen,14,160,0.0875
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Mannen,119,3873,0.0307255
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Vrouwen,174,3681,0.0472698
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Mannen,22,360,0.0611111
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Vrouwen,26,358,0.0726257
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Europa niet-EU                                    ,Vrouwen,18,77,0.233766
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Mannen,34,387,0.0878553
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Vrouwen,44,294,0.14966
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Turkije en Maghreb                                ,Mannen,10,95,0.105263
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Turkije en Maghreb                                ,Vrouwen,12,57,0.210526
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,West- en Noord-EU15,Mannen,13,246,0.0528455
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,West- en Noord-EU15,Vrouwen,15,229,0.0655022
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Andere landen                                     ,Mannen,17,239,0.0711297
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Andere landen                                     ,Vrouwen,18,161,0.111801
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Mannen,120,3851,0.0311607
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Vrouwen,151,3648,0.0413925
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Mannen,17,368,0.0461957
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Vrouwen,20,357,0.0560224
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Europa niet-EU                                    ,Mannen,15,66,0.227273
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Europa niet-EU                                    ,Vrouwen,10,82,0.121951
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Mannen,39,411,0.0948905
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Vrouwen,38,309,0.122977
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Turkije en Maghreb                                ,Vrouwen,10,66,0.151515
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,West- en Noord-EU15,Mannen,11,255,0.0431373
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,West- en Noord-EU15,Vrouwen,12,238,0.0504202
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Andere landen                                     ,Mannen,23,270,0.0851852
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Andere landen                                     ,Vrouwen,16,181,0.0883978
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Mannen,101,3823,0.026419
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Vrouwen,136,3672,0.037037
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Mannen,15,379,0.0395778
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Vrouwen,17,380,0.0447368
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Europa niet-EU                                    ,Mannen,15,69,0.217391
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Europa niet-EU                                    ,Vrouwen,12,82,0.146341
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Mannen,51,458,0.111354
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Vrouwen,38,333,0.114114
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Turkije en Maghreb                                ,Mannen,13,119,0.109244
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Turkije en Maghreb                                ,Vrouwen,10,70,0.142857
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,West- en Noord-EU15,Mannen,11,251,0.0438247
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,West- en Noord-EU15,Vrouwen,10,245,0.0408163
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Andere landen                                     ,Mannen,21,275,0.0763636
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Andere landen                                     ,Vrouwen,17,197,0.0862944
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Mannen,113,3854,0.0293202
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Vrouwen,149,3730,0.0399464
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Mannen,16,394,0.0406091
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Vrouwen,18,401,0.0448878
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Europa niet-EU                                    ,Mannen,13,85,0.152941
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Europa niet-EU                                    ,Vrouwen,11,92,0.119565
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Mannen,43,477,0.0901468
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Vrouwen,38,374,0.101604
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Turkije en Maghreb                                ,Vrouwen,10,85,0.117647
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,West- en Noord-EU15,Vrouwen,12,246,0.0487805
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Andere landen                                     ,Mannen,18,285,0.0631579
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Andere landen                                     ,Vrouwen,21,222,0.0945946
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Mannen,108,3866,0.0279359
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Vrouwen,111,3734,0.0297268
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Mannen,14,401,0.0349127
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Vrouwen,30,440,0.0681818
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Europa niet-EU                                    ,Mannen,19,101,0.188119
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Europa niet-EU                                    ,Vrouwen,13,103,0.126214
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Mannen,46,512,0.0898438
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Vrouwen,41,416,0.0985577
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,West- en Noord-EU15,Mannen,10,257,0.0389105
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,West- en Noord-EU15,Vrouwen,19,271,0.0701107
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Andere landen                                     ,Mannen,15,317,0.0473186
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Andere landen                                     ,Vrouwen,21,251,0.0836653
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Mannen,96,3828,0.0250784
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Vrouwen,106,3679,0.0288122
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Mannen,18,441,0.0408163
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Vrouwen,25,448,0.0558036
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU13                                              ,Vrouwen,10,109,0.0917431
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Europa niet-EU                                    ,Mannen,15,99,0.151515
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Europa niet-EU                                    ,Vrouwen,13,101,0.128713
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Mannen,46,554,0.0830325
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Vrouwen,41,453,0.0905077
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Turkije en Maghreb                                ,Mannen,16,138,0.115942
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,West- en Noord-EU15,Mannen,12,278,0.0431655
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Andere landen                                     ,Mannen,16,344,0.0465116
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Andere landen                                     ,Vrouwen,17,255,0.0666667
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,90,3821,0.023554
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,104,3700,0.0281081
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Mannen,16,448,0.0357143
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Vrouwen,24,470,0.0510638
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Europa niet-EU                                    ,Mannen,15,102,0.147059
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Europa niet-EU                                    ,Vrouwen,13,103,0.126214
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Mannen,43,609,0.0706076
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Vrouwen,39,474,0.0822785
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Turkije en Maghreb                                ,Mannen,12,163,0.0736196
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,West- en Noord-EU15,Mannen,13,278,0.0467626
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,West- en Noord-EU15,Vrouwen,11,275,0.04
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Mannen,77,3088,0.0249352
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Vrouwen,112,2322,0.0482343
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,EU,Mannen,30,700,0.0428571
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,EU,Vrouwen,27,496,0.0544355
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,West- en Noord-EU15,Mannen,30,672,0.0446429
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,West- en Noord-EU15,Vrouwen,25,462,0.0541126
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Mannen,83,3085,0.0269044
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Vrouwen,118,2342,0.0503843
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Mannen,33,707,0.0466761
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Vrouwen,38,514,0.07393
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Mannen,10,60,0.166667
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,West- en Noord-EU15,Mannen,33,676,0.0488166
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,West- en Noord-EU15,Vrouwen,35,485,0.0721649
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,87,3067,0.0283665
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,118,2382,0.0495382
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Mannen,48,728,0.0659341
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Vrouwen,40,535,0.0747664
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,West- en Noord-EU15,Mannen,46,695,0.0661871
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,West- en Noord-EU15,Vrouwen,39,500,0.078
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,89,3092,0.028784
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,115,2411,0.0476981
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Mannen,44,739,0.0595399
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Vrouwen,40,553,0.0723327
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Mannen,10,95,0.105263
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,West- en Noord-EU15,Mannen,41,707,0.0579915
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,West- en Noord-EU15,Vrouwen,37,518,0.0714286
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Andere landen                                     ,Mannen,10,65,0.153846
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Mannen,92,3089,0.0297831
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Vrouwen,107,2421,0.0441966
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Mannen,51,755,0.0675497
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Vrouwen,42,606,0.0693069
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Mannen,16,112,0.142857
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,West- en Noord-EU15,Mannen,48,719,0.0667594
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,West- en Noord-EU15,Vrouwen,40,557,0.0718133
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Mannen,108,3079,0.0350763
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Vrouwen,116,2501,0.0463814
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Mannen,43,783,0.054917
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Vrouwen,58,634,0.0914826
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Mannen,13,128,0.101563
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Vrouwen,10,88,0.113636
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,West- en Noord-EU15,Mannen,42,743,0.0565276
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,West- en Noord-EU15,Vrouwen,54,584,0.0924658
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Mannen,104,3065,0.0339315
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Vrouwen,121,2530,0.0478261
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Mannen,61,790,0.0772152
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Vrouwen,53,657,0.0806697
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Mannen,17,142,0.119718
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Vrouwen,12,98,0.122449
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,West- en Noord-EU15,Mannen,59,743,0.0794078
Essen,11016,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,West- en Noord-EU15,Vrouwen,50,607,0.0823723
