Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal zeer langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,12,49,24.4898
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,109,314,34.71338
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,6,26,23.07692
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,11,54,20.37037
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,104,292,35.61644
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,7,21,33.33333
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,14,52,26.92308
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,108,325,33.23077
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,7,22,31.81818
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,14,61,22.95082
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,105,281,37.36655
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,8,20,40.0
Putte,12029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,17,63,26.98413
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,109,445,24.49438
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,3,25,12.0
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,7,49,14.28571
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,115,454,25.3304
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,3,26,11.53846
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,10,56,17.85714
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,113,414,27.29469
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,2,25,8.0
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,13,60,21.66667
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,96,383,25.06527
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,2,24,8.33333
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,11,69,15.94203
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,91,400,22.75
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,3,30,10.0
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,20,77,25.97403
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,103,418,24.64115
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,3,37,8.10811
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,18,62,29.03226
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,122,406,30.04926
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,6,37,16.21622
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,14,79,17.72152
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,130,403,32.25806
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,8,32,25.0
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,19,90,21.11111
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,120,392,30.61224
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,6,27,22.22222
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,21,90,23.33333
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,117,356,32.86517
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,3,34,8.82353
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,23,96,23.95833
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,121,328,36.89024
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,4,30,13.33333
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,24,103,23.30097
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,124,339,36.57817
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,7,36,19.44444
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,25,113,22.12389
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,118,301,39.20266
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,9,41,21.95122
Sint-Katelijne-Waver,12035,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,32,106,30.18868
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,156,622,25.08039
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,5,43,11.62791
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,44,347,12.68012
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,161,686,23.46939
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,7,56,12.5
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,81,395,20.50633
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,176,616,28.57143
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,10,52,19.23077
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,99,395,25.06329
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,178,614,28.99023
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,12,56,21.42857
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,99,381,25.98425
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,188,640,29.375
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,10,56,17.85714
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,100,420,23.80952
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,211,649,32.51156
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,14,68,20.58824
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,108,437,24.71396
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,212,628,33.75796
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,16,72,22.22222
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,109,451,24.16851
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,221,585,37.77778
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,21,75,28.0
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,129,466,27.6824
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,202,590,34.23729
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,28,92,30.43478
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,144,486,29.62963
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,197,558,35.30466
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,30,91,32.96703
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,151,444,34.00901
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,197,505,39.0099
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,28,83,33.73494
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,139,429,32.40093
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,198,522,37.93103
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,25,88,28.40909
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,142,463,30.66955
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,187,465,40.21505
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,24,83,28.91566
Willebroek,12040,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,158,418,37.79904
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,126,535,23.5514
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,1,13,7.69231
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,11,65,16.92308
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,129,552,23.36957
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,3,20,15.0
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,10,73,13.69863
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,129,505,25.54455
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,4,17,23.52941
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,13,84,15.47619
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,142,516,27.51938
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,4,25,16.0
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,13,81,16.04938
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,135,543,24.86188
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,5,31,16.12903
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,16,93,17.2043
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,139,527,26.37571
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,6,30,20.0
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,28,112,25.0
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,151,516,29.26357
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,6,26,23.07692
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,31,111,27.92793
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,160,516,31.00775
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,5,28,17.85714
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,34,115,29.56522
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,167,489,34.15133
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,5,34,14.70588
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,41,128,32.03125
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,172,470,36.59574
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,6,29,20.68966
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,39,117,33.33333
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,181,435,41.6092
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,6,27,22.22222
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,37,117,31.62393
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,169,443,38.14898
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,5,32,15.625
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,37,141,26.24113
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,164,399,41.10276
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,7,34,20.58824
Puurs-Sint-Amands,12041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,38,131,29.00763
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,102,337,30.26706
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,15,83,18.07229
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,2,17,11.76471
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,101,352,28.69318
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,18,87,20.68966
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,1,25,4.0
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,104,320,32.5
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,23,84,27.38095
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,1,46,2.17391
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,94,300,31.33333
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,20,78,25.64103
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,3,42,7.14286
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,94,328,28.65854
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,21,86,24.4186
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,6,49,12.2449
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,112,344,32.55814
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,20,84,23.80952
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,9,45,20.0
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,120,362,33.14917
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,24,94,25.53191
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,12,49,24.4898
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,116,328,35.36585
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,22,98,22.44898
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,12,68,17.64706
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,113,303,37.29373
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,28,90,31.11111
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,12,84,14.28571
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,113,282,40.07092
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,28,92,30.43478
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,9,66,13.63636
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,103,255,40.39216
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,23,83,27.71084
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,11,67,16.41791
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,105,256,41.01563
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,21,76,27.63158
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,12,81,14.81481
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,103,220,46.81818
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,29,79,36.70886
Arendonk,13001,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,12,58,20.68966
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,8,24,33.33333
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,8,25,32.0
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,0,5,0.0
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,8,28,28.57143
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,7,36,19.44444
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,0,4,0.0
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,8,22,36.36364
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,7,43,16.27907
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,2,8,25.0
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,7,22,31.81818
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,10,45,22.22222
Baarle-Hertog,13002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,1,8,12.5
