Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Sector,Aantal loontrekkenden,Totaal aantal loontrekkenden,Procent
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,2248,5875,0.382638
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,1148,5875,0.195404
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,2454,5875,0.417702
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Primair,61,281,0.217082
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Quartair,68,281,0.241993
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Secundair,39,281,0.13879
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Tertiair,113,281,0.402135
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Primair,11,214,0.0514019
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Quartair,64,214,0.299065
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Secundair,32,214,0.149533
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Tertiair,107,214,0.5
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,25,5883,0.00424953
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,2242,5883,0.381098
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,1138,5883,0.193439
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,2478,5883,0.421214
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Primair,56,305,0.183607
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Quartair,74,305,0.242623
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Secundair,41,305,0.134426
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Tertiair,134,305,0.439344
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Primair,11,212,0.0518868
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Quartair,66,212,0.311321
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Secundair,31,212,0.146226
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Tertiair,104,212,0.490566
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Primair,25,5863,0.00426403
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Quartair,2236,5863,0.381375
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Secundair,1124,5863,0.191711
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Tertiair,2478,5863,0.422651
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Primair,48,316,0.151899
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Quartair,76,316,0.240506
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Secundair,43,316,0.136076
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Tertiair,149,316,0.471519
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,26,5800,0.00448276
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,2242,5800,0.386552
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,1082,5800,0.186552
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,2450,5800,0.422414
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Primair,67,354,0.189266
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Quartair,81,354,0.228814
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Secundair,44,354,0.124294
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Tertiair,162,354,0.457627
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,27,5835,0.00462725
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,2249,5835,0.385433
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,1084,5835,0.185775
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,2475,5835,0.424165
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Primair,73,406,0.179803
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Quartair,95,406,0.23399
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Secundair,53,406,0.130542
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Tertiair,185,406,0.455665
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Primair,65,130,0.5
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Quartair,14,130,0.107692
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Secundair,10,130,0.0769231
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Tertiair,41,130,0.315385
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Primair,27,5837,0.00462566
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Quartair,2238,5837,0.383416
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Secundair,1104,5837,0.189138
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Tertiair,2468,5837,0.42282
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Primair,74,429,0.172494
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Quartair,92,429,0.214452
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Secundair,59,429,0.137529
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Tertiair,204,429,0.475524
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Primair,65,145,0.448276
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Quartair,13,145,0.0896552
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Secundair,12,145,0.0827586
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Tertiair,55,145,0.37931
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Primair,26,5846,0.00444749
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Quartair,2217,5846,0.379234
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Secundair,1137,5846,0.194492
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Tertiair,2466,5846,0.421827
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Primair,77,473,0.162791
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Quartair,104,473,0.219873
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Secundair,64,473,0.135307
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Tertiair,228,473,0.48203
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Primair,68,159,0.427673
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Quartair,10,159,0.0628931
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Secundair,15,159,0.0943396
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Tertiair,66,159,0.415094
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Primair,26,5834,0.00445663
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Quartair,2228,5834,0.381899
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Secundair,1129,5834,0.193521
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Tertiair,2451,5834,0.420123
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Primair,88,512,0.171875
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Quartair,111,512,0.216797
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Secundair,69,512,0.134766
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Tertiair,244,512,0.476563
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU13                                              ,Primair,79,187,0.42246
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU13                                              ,Quartair,15,187,0.0802139
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU13                                              ,Secundair,16,187,0.0855615
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU13                                              ,Tertiair,77,187,0.411765
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Primair,27,5855,0.00461144
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Quartair,2276,5855,0.388728
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Secundair,1149,5855,0.196243
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Tertiair,2403,5855,0.410418
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Primair,120,581,0.20654
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Quartair,110,581,0.189329
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Secundair,73,581,0.125645
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Tertiair,278,581,0.478485
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU13                                              ,Primair,110,255,0.431373
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU13                                              ,Quartair,13,255,0.0509804
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU13                                              ,Secundair,22,255,0.0862745
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU13                                              ,Tertiair,110,255,0.431373
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,Zuid-EU15,Primair,10,119,0.0840336
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,Zuid-EU15,Quartair,19,119,0.159664
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,Zuid-EU15,Secundair,20,119,0.168067
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,Zuid-EU15,Tertiair,70,119,0.588235
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,39,14543,0.0026817
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,4493,14543,0.308946
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,4400,14543,0.302551
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,5611,14543,0.385821
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Primair,31,14346,0.00216088
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Quartair,4599,14346,0.320577
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Secundair,4192,14346,0.292207
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,5524,14346,0.385055
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,30,14516,0.00206669
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,4676,14516,0.322127
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,4135,14516,0.284858
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,5675,14516,0.390948
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,33,14589,0.00226198
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,4765,14589,0.326616
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,4034,14589,0.27651
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,5757,14589,0.394612
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,31,14588,0.00212503
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,4836,14588,0.331505
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,3879,14588,0.265903
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,5842,14588,0.400466
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Primair,10,461,0.021692
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Quartair,89,461,0.193059
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Secundair,120,461,0.260304
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Tertiair,242,461,0.524946
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Primair,30,14639,0.00204932
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Quartair,4952,14639,0.338274
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Secundair,3769,14639,0.257463
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Tertiair,5888,14639,0.402213
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Primair,12,531,0.0225989
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Quartair,104,531,0.195857
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Secundair,131,531,0.246704
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Tertiair,284,531,0.53484
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,32,14785,0.00216436
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,5060,14785,0.342239
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,3719,14785,0.251539
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,5974,14785,0.404058
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Primair,14,564,0.0248227
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Quartair,119,564,0.210993
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Secundair,144,564,0.255319
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Tertiair,287,564,0.508865
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,33,14869,0.00221938
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,5124,14869,0.34461
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,3665,14869,0.246486
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,6047,14869,0.406685
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Primair,17,619,0.0274637
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Quartair,126,619,0.203554
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Secundair,149,619,0.240711
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Tertiair,327,619,0.528271
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Primair,34,14979,0.00226984
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Quartair,5177,14979,0.345617
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Secundair,3642,14979,0.24314
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Tertiair,6126,14979,0.408973
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Primair,18,635,0.0283465
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Quartair,132,635,0.207874
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Secundair,152,635,0.23937
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Tertiair,333,635,0.524409
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Primair,11,218,0.0504587
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Quartair,23,218,0.105505
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Secundair,74,218,0.33945
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Tertiair,110,218,0.504587
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Primair,37,14966,0.00247227
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Quartair,5189,14966,0.346719
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Secundair,3610,14966,0.241213
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Tertiair,6130,14966,0.409595
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Primair,15,658,0.0227964
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Quartair,126,658,0.191489
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Secundair,154,658,0.234043
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Tertiair,363,658,0.551672
Heist-op-den-Berg,12014,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Primair,30,15084,0.00198886
