Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,16,29,55.17241
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,157,309,50.80906
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,6,14,42.85714
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,16,33,48.48485
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,141,273,51.64835
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,7,15,46.66667
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,16,35,45.71429
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,132,260,50.76923
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,4,11,36.36364
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,18,35,51.42857
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,138,261,52.87356
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,6,13,46.15385
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,21,37,56.75676
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,150,264,56.81818
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,5,19,26.31579
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,20,36,55.55556
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,145,224,64.73214
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,8,16,50.0
Zandhoven,11054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,22,36,61.11111
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,197,471,41.8259
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,11,26,42.30769
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,12,32,37.5
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,206,475,43.36842
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,10,25,40.0
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,13,38,34.21053
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,200,467,42.82655
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,10,28,35.71429
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,11,41,26.82927
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,207,475,43.57895
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,8,25,32.0
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,14,36,38.88889
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,206,509,40.47151
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,9,26,34.61538
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,17,41,41.46341
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,233,522,44.63602
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,11,27,40.74074
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,23,47,48.93617
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,234,510,45.88235
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,15,30,50.0
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,20,47,42.55319
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,233,462,50.4329
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,17,31,54.83871
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,24,47,51.06383
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,212,445,47.64045
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,16,29,55.17241
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,23,43,53.48837
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,217,431,50.34803
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,13,27,48.14815
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,25,43,58.13953
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,214,397,53.90428
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,17,30,56.66667
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,31,52,59.61538
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,202,383,52.74151
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,17,33,51.51515
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,28,50,56.0
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,201,340,59.11765
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,13,24,54.16667
Zoersel,11055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,29,48,60.41667
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,202,532,37.96992
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,10,24,41.66667
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,37,92,40.21739
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,246,568,43.30986
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,13,33,39.39394
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,47,112,41.96429
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,236,538,43.86617
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,16,44,36.36364
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,45,112,40.17857
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,228,504,45.2381
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,17,45,37.77778
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,38,113,33.62832
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,264,576,45.83333
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,21,51,41.17647
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,56,143,39.16084
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,292,577,50.60659
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,27,69,39.13043
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,68,157,43.3121
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,304,555,54.77477
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,38,77,49.35065
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,71,147,48.29932
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,305,519,58.76686
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,35,72,48.61111
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,69,182,37.91209
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,283,486,58.23045
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,32,66,48.48485
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,81,175,46.28571
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,249,433,57.50577
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,31,61,50.81967
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,81,162,50.0
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,223,384,58.07292
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,27,53,50.9434
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,80,173,46.24277
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,226,418,54.06699
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,31,65,47.69231
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,106,224,47.32143
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,216,347,62.24784
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,37,65,56.92308
Zwijndrecht,11056,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,125,219,57.07763
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,133,330,40.30303
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,6,17,35.29412
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,10,27,37.03704
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,150,348,43.10345
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,4,15,26.66667
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,10,30,33.33333
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,132,336,39.28571
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,4,20,20.0
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,5,26,19.23077
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,139,328,42.37805
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,9,30,30.0
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,6,30,20.0
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,147,365,40.27397
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,12,37,32.43243
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,8,34,23.52941
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,170,405,41.97531
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,13,38,34.21053
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,13,37,35.13514
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,189,400,47.25
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,24,46,52.17391
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,15,42,35.71429
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,192,391,49.10486
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,23,38,60.52632
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,17,41,41.46341
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,191,379,50.39578
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,17,36,47.22222
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,19,39,48.71795
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,190,345,55.07246
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,15,34,44.11765
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,20,37,54.05405
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,172,314,54.77707
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,26,44,59.09091
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,19,42,45.2381
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,159,293,54.26621
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,23,40,57.5
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,28,57,49.12281
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,160,267,59.92509
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,18,36,50.0
Malle,11057,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,36,55,65.45455
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,147,335,43.8806
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,2,4,50.0
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,5,17,29.41176
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,150,320,46.875
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,2,7,28.57143
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,7,22,31.81818
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,134,287,46.6899
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,4,11,36.36364
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,9,26,34.61538
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,111,254,43.70079
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,2,9,22.22222
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,8,22,36.36364
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,112,261,42.91188
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,4,14,28.57143
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,5,20,25.0
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,117,280,41.78571
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,5,16,31.25
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,10,30,33.33333
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,133,274,48.54015
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,8,19,42.10526
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,10,29,34.48276
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,132,265,49.81132
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,8,19,42.10526
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,13,32,40.625
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,129,245,52.65306
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,9,19,47.36842
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,12,28,42.85714
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,117,227,51.54185
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,6,16,37.5
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,9,22,40.90909
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,99,207,47.82609
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,9,19,47.36842
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,7,21,33.33333
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,101,213,47.41784
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,10,22,45.45455
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,10,29,34.48276
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,107,200,53.5
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,12,22,54.54545
Berlaar,12002,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,13,30,43.33333
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,103,287,35.8885
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,2,12,16.66667
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,7,25,28.0
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,116,303,38.28383
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,4,11,36.36364
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,12,26,46.15385
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,116,288,40.27778
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,3,11,27.27273
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,7,24,29.16667
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,121,275,44.0
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,3,7,42.85714
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,7,35,20.0
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,125,296,42.22973
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,3,10,30.0
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,14,38,36.84211
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,135,298,45.30201
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,5,15,33.33333
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,16,37,43.24324
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,142,288,49.30556
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,6,15,40.0
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,20,42,47.61905
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,135,256,52.73438
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,7,14,50.0
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,17,34,50.0
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,132,267,49.4382
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,8,16,50.0
Bonheiden,12005,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,18,38,47.36842
