Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Leeftijd,Aantal werkzoekenden,Totale beroepsbevolking,Procent
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Turkije en Maghreb                                ,50-64 jaar,1028,4500,0.228444
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,West- en Noord-EU15,15-24 jaar,61,1235,0.0493927
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,West- en Noord-EU15,25-49 jaar,863,11483,0.0751546
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,West- en Noord-EU15,50-64 jaar,373,3523,0.105876
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Zuid-EU15,15-24 jaar,55,645,0.0852713
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Zuid-EU15,25-49 jaar,343,4646,0.0738269
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Zuid-EU15,50-64 jaar,254,1646,0.154313
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Andere landen                                     ,15-24 jaar,181,2792,0.0648281
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Andere landen                                     ,25-49 jaar,2078,21411,0.0970529
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Andere landen                                     ,50-64 jaar,923,5124,0.180133
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,15-24 jaar,230,6106,0.0376679
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,25-49 jaar,2269,70165,0.0323381
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,50-64 jaar,2698,38401,0.0702586
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,15-24 jaar,144,2817,0.0511182
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,25-49 jaar,1554,26366,0.0589395
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,50-64 jaar,804,8021,0.100237
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU13                                              ,15-24 jaar,43,869,0.0494822
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU13                                              ,25-49 jaar,446,9669,0.0461268
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU13                                              ,50-64 jaar,192,2555,0.0751468
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Europa niet-EU                                    ,15-24 jaar,83,761,0.109067
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Europa niet-EU                                    ,25-49 jaar,593,5700,0.104035
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Europa niet-EU                                    ,50-64 jaar,376,1983,0.189612
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,15-24 jaar,637,7058,0.0902522
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,25-49 jaar,5295,50539,0.104771
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,50-64 jaar,2307,12119,0.190362
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Turkije en Maghreb                                ,15-24 jaar,373,3505,0.106419
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Turkije en Maghreb                                ,25-49 jaar,2624,23428,0.112003
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Turkije en Maghreb                                ,50-64 jaar,1008,5012,0.201117
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,West- en Noord-EU15,15-24 jaar,54,1269,0.0425532
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,West- en Noord-EU15,25-49 jaar,772,11781,0.0655292
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,West- en Noord-EU15,50-64 jaar,367,3706,0.0990286
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Zuid-EU15,15-24 jaar,47,679,0.0692194
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Zuid-EU15,25-49 jaar,336,4916,0.0683483
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Zuid-EU15,50-64 jaar,245,1760,0.139205
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,15-24 jaar,10,425,0.0235294
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,25-49 jaar,69,3467,0.0199019
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,50-64 jaar,63,1416,0.0444915
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Niet-EU,25-49 jaar,10,102,0.0980392
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,15-24 jaar,17,384,0.0442708
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,25-49 jaar,83,3388,0.0244982
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,50-64 jaar,76,1506,0.0504648
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Niet-EU,25-49 jaar,10,107,0.0934579
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,15-24 jaar,15,340,0.0441176
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,25-49 jaar,92,3353,0.0274381
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,50-64 jaar,73,1605,0.0454829
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Niet-EU,25-49 jaar,13,124,0.104839
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,15-24 jaar,12,359,0.0334262
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,25-49 jaar,70,3240,0.0216049
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,50-64 jaar,72,1635,0.0440367
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Niet-EU,25-49 jaar,16,116,0.137931
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,15-24 jaar,13,334,0.0389222
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,25-49 jaar,86,3143,0.0273624
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,50-64 jaar,66,1686,0.0391459
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU,25-49 jaar,10,224,0.0446429
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Niet-EU,25-49 jaar,14,141,0.0992908
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,15-24 jaar,12,361,0.033241
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,25-49 jaar,92,3031,0.030353
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,50-64 jaar,77,1786,0.0431131
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,25-49 jaar,17,154,0.11039
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Andere landen                                     ,25-49 jaar,12,73,0.164384
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,15-24 jaar,17,339,0.0501475
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,25-49 jaar,89,2928,0.0303962
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,50-64 jaar,80,1868,0.0428266
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Niet-EU,25-49 jaar,26,168,0.154762
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,15-24 jaar,13,333,0.039039
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,25-49 jaar,86,2859,0.0300804
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,50-64 jaar,73,1936,0.0377066
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,25-49 jaar,21,165,0.127273
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,15-24 jaar,13,343,0.0379009
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,25-49 jaar,55,2806,0.0196009
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,50-64 jaar,80,1996,0.0400802
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,25-49 jaar,14,173,0.0809249
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Andere landen                                     ,25-49 jaar,13,102,0.127451
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,25-49 jaar,48,2815,0.0170515
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,50-64 jaar,67,2034,0.03294
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,25-49 jaar,23,204,0.112745
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,15-24 jaar,13,289,0.0449827
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,25-49 jaar,53,2782,0.019051
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,50-64 jaar,60,2101,0.0285578
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,25-49 jaar,10,280,0.0357143
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,25-49 jaar,12,229,0.0524017
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Andere landen                                     ,25-49 jaar,11,141,0.0780142
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,25-49 jaar,40,2749,0.0145507
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,50-64 jaar,57,2135,0.0266979
Boechout,11004,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,25-49 jaar,17,264,0.0643939
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Andere landen                                     ,25-49 jaar,17,143,0.118881
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,15-24 jaar,32,531,0.0602637
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,25-49 jaar,110,4097,0.0268489
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,50-64 jaar,88,1309,0.0672269
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,EU,25-49 jaar,21,306,0.0686275
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Europa niet-EU                                    ,15-24 jaar,16,39,0.410256
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Europa niet-EU                                    ,25-49 jaar,25,132,0.189394
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Niet-EU,15-24 jaar,33,143,0.230769
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Niet-EU,25-49 jaar,116,684,0.169591
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Niet-EU,50-64 jaar,19,74,0.256757
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Turkije en Maghreb                                ,15-24 jaar,15,84,0.178571
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Turkije en Maghreb                                ,25-49 jaar,74,409,0.180929
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Turkije en Maghreb                                ,50-64 jaar,12,35,0.342857
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,West- en Noord-EU15,25-49 jaar,10,189,0.0529101
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Zuid-EU15,25-49 jaar,10,73,0.136986
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Andere landen                                     ,25-49 jaar,26,164,0.158537
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,15-24 jaar,40,480,0.0833333
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,25-49 jaar,151,4017,0.0375902
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,50-64 jaar,102,1388,0.073487
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,EU,25-49 jaar,20,310,0.0645161
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Europa niet-EU                                    ,15-24 jaar,12,43,0.27907
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Europa niet-EU                                    ,25-49 jaar,31,146,0.212329
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Niet-EU,15-24 jaar,36,132,0.272727
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Niet-EU,25-49 jaar,129,738,0.174797
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Niet-EU,50-64 jaar,30,82,0.365854
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Turkije en Maghreb                                ,15-24 jaar,24,71,0.338028
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Turkije en Maghreb                                ,25-49 jaar,72,428,0.168224
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Turkije en Maghreb                                ,50-64 jaar,16,43,0.372093
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Zuid-EU15,25-49 jaar,12,73,0.164384
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Andere landen                                     ,25-49 jaar,18,174,0.103448
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,15-24 jaar,32,466,0.0686695
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,25-49 jaar,128,3941,0.0324791
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,50-64 jaar,107,1432,0.0747207
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,EU,25-49 jaar,20,338,0.0591716
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Europa niet-EU                                    ,15-24 jaar,10,43,0.232558
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Europa niet-EU                                    ,25-49 jaar,30,184,0.163043
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Niet-EU,15-24 jaar,26,142,0.183099
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Niet-EU,25-49 jaar,112,795,0.140881
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Niet-EU,50-64 jaar,30,93,0.322581
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Turkije en Maghreb                                ,15-24 jaar,14,79,0.177215
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Turkije en Maghreb                                ,25-49 jaar,64,437,0.146453
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Turkije en Maghreb                                ,50-64 jaar,14,44,0.318182
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Zuid-EU15,25-49 jaar,10,80,0.125
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Andere landen                                     ,25-49 jaar,21,189,0.111111
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,15-24 jaar,30,465,0.0645161
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,25-49 jaar,132,3821,0.0345459
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,50-64 jaar,100,1479,0.0676133
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,EU,25-49 jaar,36,390,0.0923077
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Europa niet-EU                                    ,15-24 jaar,16,53,0.301887
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Europa niet-EU                                    ,25-49 jaar,25,181,0.138122
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Europa niet-EU                                    ,50-64 jaar,11,24,0.458333
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Niet-EU,15-24 jaar,32,160,0.2
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Niet-EU,25-49 jaar,116,859,0.135041
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Niet-EU,50-64 jaar,29,101,0.287129
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Turkije en Maghreb                                ,15-24 jaar,13,82,0.158537
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Turkije en Maghreb                                ,25-49 jaar,70,489,0.143149
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Turkije en Maghreb                                ,50-64 jaar,13,49,0.265306
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,West- en Noord-EU15,25-49 jaar,25,211,0.118483
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Andere landen                                     ,25-49 jaar,33,235,0.140426
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,15-24 jaar,33,442,0.0746606
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,25-49 jaar,166,3722,0.0445997
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,50-64 jaar,100,1514,0.0660502
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU,25-49 jaar,23,394,0.0583756
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Europa niet-EU                                    ,15-24 jaar,12,51,0.235294
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Europa niet-EU                                    ,25-49 jaar,37,190,0.194737
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Europa niet-EU                                    ,50-64 jaar,12,31,0.387097
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Niet-EU,15-24 jaar,33,148,0.222973
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Niet-EU,25-49 jaar,156,928,0.168103
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Niet-EU,50-64 jaar,37,120,0.308333
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Turkije en Maghreb                                ,15-24 jaar,19,73,0.260274
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Turkije en Maghreb                                ,25-49 jaar,86,503,0.170974
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Turkije en Maghreb                                ,50-64 jaar,17,58,0.293103
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,West- en Noord-EU15,25-49 jaar,15,219,0.0684932
Boom,11005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Andere landen                                     ,25-49 jaar,28,245,0.114286
