Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Geslacht,Aantal meerderjarige nieuwkomers naar geslacht,Aantal meerderjarige nieuwkomers,Procent
Mol,13025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,154,266,0.578947
Mol,13025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,112,266,0.421053
Mol,13025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,135,270,0.5
Mol,13025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,135,270,0.5
Mol,13025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,92,181,0.508287
Mol,13025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,89,181,0.491713
Mol,13025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,94,192,0.489583
Mol,13025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,98,192,0.510417
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,14,18,0.777778
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,4,18,0.222222
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,18,32,0.5625
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,14,32,0.4375
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,20,34,0.588235
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,14,34,0.411765
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,7,16,0.4375
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,9,16,0.5625
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,7,13,0.538462
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,6,13,0.461538
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,22,36,0.611111
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,14,36,0.388889
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,22,38,0.578947
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,16,38,0.421053
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,17,34,0.5
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,17,34,0.5
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,28,53,0.528302
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,25,53,0.471698
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,29,55,0.527273
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,26,55,0.472727
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,17,30,0.566667
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,13,30,0.433333
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,17,30,0.566667
Olen,13029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,13,30,0.433333
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,33,73,0.452055
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,40,73,0.547945
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,27,60,0.45
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,33,60,0.55
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,25,57,0.438596
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,32,57,0.561404
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,29,49,0.591837
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,20,49,0.408163
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,21,47,0.446809
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,26,47,0.553191
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,26,44,0.590909
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,18,44,0.409091
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,27,50,0.54
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,23,50,0.46
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,28,47,0.595745
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,19,47,0.404255
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,28,57,0.491228
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,29,57,0.508772
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,48,80,0.6
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,32,80,0.4
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,32,61,0.52459
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,29,61,0.47541
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,18,46,0.391304
Oud-Turnhout,13031,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,28,46,0.608696
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,84,164,0.512195
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,80,164,0.487805
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,92,162,0.567901
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,70,162,0.432099
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,84,158,0.531646
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,74,158,0.468354
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,86,158,0.544304
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,72,158,0.455696
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,64,137,0.467153
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,73,137,0.532847
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,66,124,0.532258
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,58,124,0.467742
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,369,556,0.663669
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,187,556,0.336331
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,89,195,0.45641
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,106,195,0.54359
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,174,316,0.550633
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,142,316,0.449367
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,133,255,0.521569
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,122,255,0.478431
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,118,214,0.551402
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,96,214,0.448598
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,91,168,0.541667
Ravels,13035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,77,168,0.458333
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,33,61,0.540984
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,28,61,0.459016
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,26,47,0.553191
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,21,47,0.446809
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,26,52,0.5
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,26,52,0.5
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,18,40,0.45
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,22,40,0.55
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,20,46,0.434783
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,26,46,0.565217
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,22,40,0.55
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,18,40,0.45
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,90,153,0.588235
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,63,153,0.411765
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,29,66,0.439394
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,37,66,0.560606
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,34,68,0.5
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,34,68,0.5
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,32,72,0.444444
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,40,72,0.555556
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,22,57,0.385965
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,35,57,0.614035
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,22,44,0.5
Retie,13036,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,22,44,0.5
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,33,54,0.611111
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,21,54,0.388889
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,29,47,0.617021
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,18,47,0.382979
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,27,40,0.675
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,13,40,0.325
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,23,46,0.5
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,23,46,0.5
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,20,52,0.384615
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,32,52,0.615385
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,20,36,0.555556
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,16,36,0.444444
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,35,60,0.583333
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,25,60,0.416667
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,51,82,0.621951
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,31,82,0.378049
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,52,89,0.58427
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,37,89,0.41573
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,34,70,0.485714
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,36,70,0.514286
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,33,65,0.507692
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,32,65,0.492308
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,34,64,0.53125
Rijkevorsel,13037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,30,64,0.46875
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,288,536,0.537313
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,248,536,0.462687
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,300,547,0.548446
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,247,547,0.451554
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,229,424,0.540094
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,195,424,0.459906
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,263,454,0.579295
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,191,454,0.420705
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,209,415,0.503614
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,206,415,0.496386
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,296,536,0.552239
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,240,536,0.447761
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,502,851,0.589894
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,349,851,0.410106
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,282,555,0.508108
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,273,555,0.491892
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,275,566,0.485866
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,291,566,0.514134
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,286,548,0.521898
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,262,548,0.478102
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,254,497,0.511066
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,243,497,0.488934
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,234,463,0.5054
Turnhout,13040,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,229,463,0.4946
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,2,10,0.2
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,8,10,0.8
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,5,12,0.416667
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,7,12,0.583333
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,6,16,0.375
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,10,16,0.625
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,20,26,0.769231
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,6,26,0.230769
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,6,11,0.545455
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,5,11,0.454545
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,7,11,0.636364
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,4,11,0.363636
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,5,13,0.384615
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,8,13,0.615385
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,4,13,0.307692
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,9,13,0.692308
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,14,25,0.56
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,11,25,0.44
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,8,18,0.444444
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,10,18,0.555556
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,17,31,0.548387
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,14,31,0.451613
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,11,19,0.578947
Vorselaar,13044,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,8,19,0.421053
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,16,42,0.380952
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,26,42,0.619048
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,13,30,0.433333
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,17,30,0.566667
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,8,18,0.444444
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,10,18,0.555556
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,22,39,0.564103
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,17,39,0.435897
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,14,20,0.7
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,6,20,0.3
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,9,24,0.375
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,15,24,0.625
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,17,36,0.472222
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,19,36,0.527778
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,19,36,0.527778
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,17,36,0.472222
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,15,23,0.652174
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,8,23,0.347826
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,13,30,0.433333
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,17,30,0.566667
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,8,20,0.4
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,12,20,0.6
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,9,25,0.36
Vosselaar,13046,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,16,25,0.64
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,37,78,0.474359
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,41,78,0.525641
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,39,72,0.541667
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,33,72,0.458333
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,30,56,0.535714
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,26,56,0.464286
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,37,62,0.596774
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,25,62,0.403226
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,43,81,0.530864
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,38,81,0.469136
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,33,55,0.6
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,22,55,0.4
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,33,67,0.492537
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,34,67,0.507463
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,44,73,0.60274
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,29,73,0.39726
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,42,82,0.512195
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,40,82,0.487805
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,67,117,0.57265
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,50,117,0.42735
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,51,78,0.653846
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,27,78,0.346154
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,43,71,0.605634
Westerlo,13049,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,28,71,0.394366
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,16,29,0.551724
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,13,29,0.448276
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,17,29,0.586207
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,12,29,0.413793
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,19,36,0.527778
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,17,36,0.472222
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,11,20,0.55
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,9,20,0.45
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,16,36,0.444444
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,20,36,0.555556
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,17,26,0.653846
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,9,26,0.346154
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,15,25,0.6
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,10,25,0.4
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,40,47,0.851064
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,7,47,0.148936
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,20,37,0.540541
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,17,37,0.459459
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,23,40,0.575
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,17,40,0.425
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,40,54,0.740741
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,14,54,0.259259
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,31,41,0.756098
Laakdal,13053,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,10,41,0.243902
Asse,23002,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,88,202,0.435644
