Gemeente,Nis-code,Centrumstad?,Indicator,Geslacht,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar geslacht,Aantal inwoners naar geslacht,Procent
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,2070,6620,0.312689
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,2195,7093,0.30946
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,2049,6584,0.311209
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,2155,7073,0.30468
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,2045,6614,0.309193
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,2200,7076,0.31091
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,2090,6671,0.313296
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,2213,7059,0.3135
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,2111,6696,0.315263
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,2266,7157,0.316613
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,2140,6708,0.31902200000000003
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,2340,7139,0.327777
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,2124,6754,0.31448
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,2371,7174,0.330499
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,217,2314,0.093777
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,225,2437,0.0923266
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,209,2311,0.090437
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,217,2436,0.0890805
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,213,2337,0.0911425
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,210,2446,0.0858545
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,206,2333,0.0882983
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,209,2464,0.0848214
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,217,2326,0.0932932
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,217,2444,0.0887889
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,211,2300,0.0917391
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,231,2458,0.0939788
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,230,2311,0.099524
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,246,2448,0.10049
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,234,2283,0.102497
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,247,2427,0.101772
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,230,2289,0.100481
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,241,2432,0.0990954
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,260,2297,0.113191
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,263,2470,0.106478
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,277,2294,0.12075
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,286,2461,0.116213
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,288,2300,0.125217
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,305,2505,0.121756
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,287,2298,0.124891
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,304,2489,0.122137
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,291,2270,0.128194
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,326,2537,0.128498
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,308,2265,0.135982
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,340,2527,0.134547
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,309,2269,0.136183
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,347,2476,0.140145
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,319,2257,0.141338
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,367,2495,0.147094
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,306,2231,0.137158
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,352,2491,0.141309
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,296,2234,0.132498
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,357,2526,0.14133
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,293,2206,0.13282
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,334,2465,0.135497
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,300,2213,0.135563
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,357,2483,0.143778
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,307,2231,0.137606
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,370,2508,0.147528
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,320,2218,0.144274
Linkebeek,23100,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,370,2491,0.148535
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,1421,8745,0.162493
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,1479,9253,0.15984
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,1410,8713,0.161827
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,1444,9188,0.157162
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,1402,8673,0.161651
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,1475,9157,0.161079
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,1420,8705,0.163125
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,1488,9181,0.162074
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,1424,8726,0.16319
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,1468,9169,0.160105
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,1477,8734,0.169109
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,1472,9170,0.160523
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,1470,8728,0.168423
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,1462,9199,0.15893
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,1469,8761,0.167675
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,1440,9214,0.156284
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,1449,8758,0.165449
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,1439,9249,0.155584
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,1488,8778,0.169515
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,1514,9258,0.163534
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,1478,8784,0.16826
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,1478,9245,0.15987
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,1513,8728,0.17335
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,1506,9224,0.16327
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,1525,8732,0.174645
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,1527,9202,0.165942
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,1560,8741,0.178469
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,1555,9185,0.169298
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,1565,8742,0.179021
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,1610,9263,0.17381
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,1562,8709,0.179355
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,1649,9246,0.178347
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,1604,8795,0.182376
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,1667,9376,0.177794
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,1553,8828,0.175918
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,1623,9403,0.172604
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,1564,8859,0.176544
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,1643,9437,0.174102
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,1546,8873,0.174236
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,1675,9514,0.176056
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,1527,8940,0.170805
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,1660,9579,0.173296
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,1546,8993,0.171911
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,1703,9633,0.176788
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,1565,8996,0.173966
Sint-Genesius-Rode,23101,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,1670,9632,0.17338
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,492,6619,0.0743315
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,521,7313,0.071243
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,492,6694,0.0734987
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,519,7372,0.0704015
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,508,6787,0.074849
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,539,7469,0.0721649
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,527,6835,0.0771031
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,533,7473,0.0713234
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,551,6940,0.0793948
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,561,7559,0.0742162
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,573,6977,0.082127
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,606,7668,0.0790297
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,602,7107,0.0847052
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,623,7667,0.0812573
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,669,7209,0.0928007
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,697,7787,0.0895082
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,669,7153,0.0935272
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,725,7751,0.0935363
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,719,7212,0.099695
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,751,7814,0.0961095
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,765,7286,0.104996
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,792,7870,0.100635
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,819,7366,0.111187
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,837,7922,0.105655
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,862,7384,0.116739
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,880,7957,0.110594
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,869,7420,0.117116
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,901,8087,0.111413
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,936,7462,0.125436
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,975,8124,0.120015
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,1011,7510,0.134621
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,1043,8211,0.127025
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,1101,7711,0.142783
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,1128,8348,0.135122
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,1111,7752,0.143318
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,1136,8378,0.135593
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,1169,7894,0.148087
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,1178,8453,0.139359
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,1242,7995,0.155347
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,1225,8496,0.144185
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,1351,8178,0.165199
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,1293,8636,0.149722
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,1412,8257,0.171006
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,1343,8756,0.153381
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,1498,8348,0.179444
Wemmel,23102,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,1434,8834,0.162327
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,1322,6514,0.202947
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,1382,7108,0.194429
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,1320,6567,0.201005
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,1387,7122,0.194749
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,1309,6535,0.200306
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,1393,7109,0.195949
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,1303,6446,0.202141
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,1386,7064,0.196206
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,1366,6458,0.211521
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,1398,7011,0.199401
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,1368,6456,0.211896
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,1401,7019,0.199601
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,1402,6464,0.216894
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,1455,7040,0.206676
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,1437,6460,0.222446
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,1457,7036,0.207078
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,1440,6460,0.22291
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,1476,7040,0.209659
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,1482,6513,0.227545
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,1528,7124,0.214486
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,1481,6552,0.226038
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,1560,7130,0.218794
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,1491,6554,0.227495
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,1566,7151,0.21899
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,1552,6630,0.234087
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,1629,7200,0.22625
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,1596,6659,0.239676
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,1669,7265,0.229732
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,1597,6699,0.238394
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,1664,7195,0.231272
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,1649,6788,0.242929
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,1710,7244,0.236057
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,1679,6797,0.247021
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,1747,7298,0.239381
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,1681,6734,0.249629
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,1737,7310,0.23762
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,1662,6767,0.245604
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,1711,7254,0.23587
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,1688,6867,0.245813
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,1747,7391,0.236369
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,1666,6831,0.243888
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,1802,7438,0.242269
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,1648,6826,0.24143
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,1757,7428,0.236537
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,1664,6935,0.239942
Wezembeek-Oppem,23103,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,1797,7553,0.237919
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,58,4218,0.0137506
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,48,4370,0.010984
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,54,4243,0.0127268
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,45,4381,0.0102716
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,56,4289,0.0130567
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,55,4410,0.0124717
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,60,4334,0.013844
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,59,4406,0.0133908
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,58,4314,0.0134446
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,66,4412,0.0149592
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,65,4322,0.0150393
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,73,4440,0.0164414
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,73,4274,0.01708
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,73,4420,0.0165158
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,85,4284,0.0198413
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,87,4445,0.0195726
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,94,4299,0.0218656
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,88,4449,0.0197797
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,106,4319,0.0245427
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,102,4493,0.022702
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,107,4335,0.0246828
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,121,4486,0.0269728
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,116,4356,0.0266299
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,130,4517,0.0287802
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,139,4362,0.0318661
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,155,4553,0.0340435
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,148,4335,0.0341407
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,159,4544,0.0349912
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,154,4380,0.0351598
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,144,4545,0.0316832
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,166,4388,0.0378304
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,174,4575,0.0380328
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,188,4415,0.0425821
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,197,4618,0.0426592
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,189,4427,0.0426926
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,207,4606,0.0449414
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,213,4441,0.0479622
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,210,4583,0.0458215
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,212,4450,0.0476404
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,208,4624,0.0449827
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,243,4466,0.0544111
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,230,4630,0.049676
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,244,4498,0.0542463
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,239,4692,0.0509378
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,272,4537,0.0599515
Lennik,23104,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,262,4775,0.0548691
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,78,5723,0.0136292
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,76,5928,0.0128205
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,76,5725,0.0132751
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,86,5933,0.0144952
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,71,5788,0.0122668
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,79,5956,0.0132639
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,73,5743,0.0127111
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,87,5924,0.014686
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,74,5747,0.0128763
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,88,5937,0.0148223
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,87,5829,0.0149254
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,98,5996,0.0163442
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,90,5917,0.0152104
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,107,6039,0.0177182
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,111,6022,0.0184324
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,123,6147,0.0200098
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,120,6066,0.0197824
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,138,6176,0.0223446
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,136,6125,0.0222041
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,131,6222,0.0210543
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,135,6126,0.0220372
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,140,6271,0.022325
Affligem,23105,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,144,6158,0.0233842
