Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal meerderjarige nieuwkomers naar doelgroep,Aantal meerderjarige nieuwkomers,Procent
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,3,257,0.01167
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,200,257,0.77821
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,54,257,0.21012
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,273,0.0
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,6,273,0.02198
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,214,273,0.78388
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,53,273,0.19414
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,308,0.0
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,3,308,0.00974
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,250,308,0.81169
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,55,308,0.17857
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,306,0.0
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,253,306,0.8268
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,53,306,0.1732
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,295,0.0
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,230,295,0.77966
Sint-Pieters-Leeuw,23077,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,65,295,0.22034
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,3,182,0.01648
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,14,182,0.07692
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,165,182,0.90659
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,5,100,0.05
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,27,100,0.27
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,68,100,0.68
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,2,52,0.03846
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,33,52,0.63462
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,17,52,0.32692
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,59,0.0
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,30,59,0.50847
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,29,59,0.49153
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,5,41,0.12195
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,20,41,0.4878
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,16,41,0.39024
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,6,83,0.07229
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,36,83,0.43373
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,41,83,0.49398
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,5,86,0.05814
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,33,86,0.38372
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,48,86,0.55814
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,63,0.0
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,2,63,0.03175
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,33,63,0.52381
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,28,63,0.44444
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,36,0.0
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,2,36,0.05556
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,29,36,0.80556
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,5,36,0.13889
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,23,0.0
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,17,23,0.73913
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,6,23,0.26087
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,33,0.0
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,27,33,0.81818
Steenokkerzeel,23081,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,6,33,0.18182
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,31,0.0
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,19,31,0.6129
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,12,31,0.3871
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,45,0.0
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,35,45,0.77778
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,10,45,0.22222
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,3,42,0.07143
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,29,42,0.69048
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,10,42,0.2381
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,1,41,0.02439
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,34,41,0.82927
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,6,41,0.14634
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,49,0.0
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,41,49,0.83673
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,8,49,0.16327
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,4,73,0.05479
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,55,73,0.75342
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,14,73,0.19178
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,1,63,0.01587
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,48,63,0.7619
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,14,63,0.22222
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,2,90,0.02222
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,71,90,0.78889
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,15,90,0.16667
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,108,0.0
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,108,0.00926
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,91,108,0.84259
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,16,108,0.14815
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,136,0.0
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,130,136,0.95588
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,6,136,0.04412
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,93,0.0
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,78,93,0.83871
Ternat,23086,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,15,93,0.16129
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,12,272,0.04412
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,153,272,0.5625
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,107,272,0.39338
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,5,156,0.03205
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,96,156,0.61538
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,55,156,0.35256
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,4,222,0.01802
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,149,222,0.67117
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,69,222,0.31081
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,11,244,0.04508
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,196,244,0.80328
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,37,244,0.15164
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,7,244,0.02869
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,166,244,0.68033
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,71,244,0.29098
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,13,519,0.02505
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,360,519,0.69364
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,146,519,0.28131
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,6,338,0.01775
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,237,338,0.70118
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,95,338,0.28107
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,369,0.00271
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,13,369,0.03523
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,239,369,0.6477
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,116,369,0.31436
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,3,352,0.00852
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,12,352,0.03409
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,230,352,0.65341
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,107,352,0.30398
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,1,250,0.004
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,183,250,0.732
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,66,250,0.264
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,2,230,0.0087
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,151,230,0.65652
Vilvoorde,23088,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,77,230,0.33478
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,48,372,0.12903
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,237,372,0.6371
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,87,372,0.23387
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,32,348,0.09195
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,276,348,0.7931
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,40,348,0.11494
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,27,291,0.09278
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,214,291,0.7354
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,50,291,0.17182
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,27,327,0.08257
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,256,327,0.78287
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,44,327,0.13456
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,24,297,0.08081
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,247,297,0.83165
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,26,297,0.08754
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,52,670,0.07761
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,530,670,0.79104
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,88,670,0.13134
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,45,501,0.08982
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,386,501,0.77046
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,70,501,0.13972
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,3,529,0.00567
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,51,529,0.09641
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,383,529,0.72401
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,92,529,0.17391
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,2,814,0.00246
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,69,814,0.08477
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,674,814,0.82801
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,69,814,0.08477
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,1,510,0.00196
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,438,510,0.85882
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,71,510,0.13922
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,6,578,0.01038
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,490,578,0.84775
Zaventem,23094,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,82,578,0.14187
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,48,0.0
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,16,48,0.33333
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,32,48,0.66667
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,42,0.0
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,33,42,0.78571
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,9,42,0.21429
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,23,0.0
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,16,23,0.69565
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,7,23,0.30435
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,2,31,0.06452
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,17,31,0.54839
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,12,31,0.3871
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,26,0.0
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,21,26,0.80769
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,5,26,0.19231
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,1,65,0.01538
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,47,65,0.72308
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,17,65,0.26154
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,25,0.0
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,16,25,0.64
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,9,25,0.36
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,36,0.0
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,31,36,0.86111
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,5,36,0.13889
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,30,0.0
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,30,0.03333
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,21,30,0.7
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,8,30,0.26667
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,20,0.0
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,14,20,0.7
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,6,20,0.3
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,36,0.0
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,26,36,0.72222
Zemst,23096,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,10,36,0.27778
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,1,18,0.05556
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,6,18,0.33333
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,11,18,0.61111
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,16,0.0
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,12,16,0.75
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,4,16,0.25
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,10,0.0
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,6,10,0.6
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,4,10,0.4
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,19,0.0
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,16,19,0.84211
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,3,19,0.15789
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,10,0.0
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,7,10,0.7
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,3,10,0.3
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,30,0.0
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,26,30,0.86667
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,4,30,0.13333
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,21,0.0
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,18,21,0.85714
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,3,21,0.14286
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,19,0.0
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,19,0.05263
Roosdaal,23097,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,15,19,0.78947
