Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen met een verhoogde tegemoetkoming,Aantal inwoners,Procent
Bertem,24009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,683,9773,0.0698864
Bertem,24009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,670,9725,0.0688946
Bertem,24009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,683,9803,0.0696725
Bertem,24009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,706,9907,0.0712627
Bertem,24009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,746,9958,0.0749146
Bertem,24009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,754,10007,0.0753473
Bertem,24009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,746,10141,0.0735628
Bertem,24009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,711,10190,0.0697743
Bierbeek,24011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,763,9800,0.0778571
Bierbeek,24011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,782,9881,0.0791418
Bierbeek,24011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,772,9953,0.0775646
Bierbeek,24011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,781,10017,0.0779675
Bierbeek,24011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,771,10025,0.0769077
Bierbeek,24011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,809,10083,0.0802341
Bierbeek,24011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,824,10162,0.0810864
Bierbeek,24011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,843,10194,0.0826957
Boortmeerbeek,24014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,865,11971,0.072258
Boortmeerbeek,24014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,834,12057,0.0691714
Boortmeerbeek,24014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,828,12102,0.0684184
Boortmeerbeek,24014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,910,12192,0.0746391
Boortmeerbeek,24014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,884,12379,0.0714113
Boortmeerbeek,24014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,926,12516,0.0739853
Boortmeerbeek,24014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,918,12629,0.0726898
Boortmeerbeek,24014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,889,12711,0.0699394
Boutersem,24016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,610,7974,0.0764986
Boutersem,24016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,616,8063,0.0763984
Boutersem,24016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,599,8132,0.0736596
Boutersem,24016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,596,8178,0.0728785
Boutersem,24016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,614,8167,0.0751806
Boutersem,24016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,595,8242,0.0721912
Boutersem,24016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,595,8242,0.0721912
Boutersem,24016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,555,8249,0.0672809
Diest,24020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2940,23219,0.12662
Diest,24020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2970,23429,0.126766
Diest,24020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,3059,23538,0.12996
Diest,24020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,3138,23612,0.132899
Diest,24020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,3215,23824,0.134948
Diest,24020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,3264,23998,0.136011
Diest,24020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,3276,24234,0.135182
Diest,24020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,3217,24370,0.132007
Geetbets,24028,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,715,5944,0.120289
Geetbets,24028,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,710,5987,0.11859
Geetbets,24028,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,775,5970,0.129816
Geetbets,24028,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,828,6037,0.137154
Geetbets,24028,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,785,6035,0.130075
Geetbets,24028,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,806,6118,0.131742
Geetbets,24028,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,786,6136,0.128096
Geetbets,24028,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,782,6188,0.126374
Haacht,24033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1157,14204,0.0814559
Haacht,24033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1165,14262,0.0816856
Haacht,24033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1152,14296,0.080582
Haacht,24033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1223,14442,0.0846836
Haacht,24033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1280,14470,0.0884589
Haacht,24033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1283,14577,0.0880154
Haacht,24033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1305,14854,0.0878551
Haacht,24033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1284,15080,0.0851459
Herent,24038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1490,20900,0.0712919
Herent,24038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1576,21034,0.0749263
Herent,24038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1557,21213,0.0733984
Herent,24038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1636,21372,0.0765488
Herent,24038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1695,21632,0.0783561
Herent,24038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1698,21682,0.0783138
Herent,24038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1645,21920,0.0750456
Herent,24038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1665,22046,0.0755239
Hoegaarden,24041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,515,6732,0.0765003
Hoegaarden,24041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,534,6819,0.0783106
Hoegaarden,24041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,542,6891,0.0786533
Hoegaarden,24041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,585,6907,0.0846967
Hoegaarden,24041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,579,6942,0.0834054
Hoegaarden,24041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,567,6886,0.082341
Hoegaarden,24041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,563,6863,0.0820341
Hoegaarden,24041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,564,6843,0.08242
Holsbeek,24043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,722,9871,0.0731436
Holsbeek,24043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,716,9963,0.0718659
Holsbeek,24043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,688,9935,0.0692501
Holsbeek,24043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,727,9920,0.0732863
Holsbeek,24043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,730,9905,0.0737002
Holsbeek,24043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,723,10019,0.0721629
Holsbeek,24043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,757,10062,0.0752336
Holsbeek,24043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,705,10148,0.0694718
Huldenberg,24045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,772,9668,0.0798511
Huldenberg,24045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,748,9678,0.0772887
Huldenberg,24045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,727,9743,0.0746177
Huldenberg,24045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,758,9762,0.077648
Huldenberg,24045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,781,9892,0.0789527
Huldenberg,24045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,759,9921,0.0765044
Huldenberg,24045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,715,9943,0.0719099
Huldenberg,24045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,685,9981,0.0686304
Keerbergen,24048,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,915,12879,0.0710459
Keerbergen,24048,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,917,12803,0.0716238
Keerbergen,24048,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,888,12831,0.0692074
Keerbergen,24048,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,941,12707,0.0740537
Keerbergen,24048,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,937,12743,0.0735306
Keerbergen,24048,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,962,12850,0.0748638
Keerbergen,24048,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,954,12954,0.0736452
Keerbergen,24048,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,915,13073,0.0699916
Kortenaken,24054,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1009,7881,0.128029
Kortenaken,24054,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,979,7893,0.124034
Kortenaken,24054,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1017,7930,0.128247
Kortenaken,24054,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,994,7915,0.125584
Kortenaken,24054,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1019,7875,0.129397
Kortenaken,24054,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,963,7875,0.122286
Kortenaken,24054,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,971,7892,0.123036
Kortenaken,24054,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,918,7898,0.116232
Kortenberg,24055,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1272,19557,0.0650407
Kortenberg,24055,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1339,19647,0.0681529
Kortenberg,24055,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1399,19714,0.0709648
Kortenberg,24055,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1445,19979,0.0723259
Kortenberg,24055,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1474,20214,0.0729198
Kortenberg,24055,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1546,20279,0.0762365
Kortenberg,24055,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1528,20289,0.0753117
Kortenberg,24055,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1478,20425,0.0723623
Landen,24059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1788,15783,0.113286
Landen,24059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1816,15840,0.114646
Landen,24059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1856,15944,0.116407
Landen,24059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1913,15919,0.120171
Landen,24059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1983,15961,0.12424
Landen,24059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1998,15951,0.125259
Landen,24059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1975,16096,0.122701
Landen,24059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1894,16051,0.117999
Leuven,24062,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,12211,98292,0.124232
Leuven,24062,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,12885,98376,0.130977
Leuven,24062,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,13139,99288,0.132332
Leuven,24062,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,14229,100291,0.141877
Leuven,24062,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,14892,101396,0.14687
Leuven,24062,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,15071,101624,0.148302
Leuven,24062,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,15124,102275,0.147876
Leuven,24062,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,14423,101032,0.142757
Lubbeek,24066,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,957,14127,0.0677426
Lubbeek,24066,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,967,14213,0.0680363
Lubbeek,24066,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,994,14206,0.0699704
Lubbeek,24066,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1059,14270,0.0742116
Lubbeek,24066,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1109,14393,0.0770513
Lubbeek,24066,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1144,14559,0.0785768
Lubbeek,24066,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1119,14556,0.0768755
Lubbeek,24066,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1039,14728,0.0705459
Oud-Heverlee,24086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,573,10986,0.0521573
Oud-Heverlee,24086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,563,10989,0.0512331
Oud-Heverlee,24086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,571,10973,0.0520368
Oud-Heverlee,24086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,606,11095,0.0546192
Oud-Heverlee,24086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,620,11099,0.0558609
Oud-Heverlee,24086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,652,11112,0.0586753
Oud-Heverlee,24086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,628,11088,0.0566378
Oud-Heverlee,24086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,646,11209,0.0576323
Rotselaar,24094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1290,16169,0.0797823
Rotselaar,24094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1263,16397,0.0770263
Rotselaar,24094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1272,16439,0.077377
Rotselaar,24094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1323,16624,0.0795837
Rotselaar,24094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1349,16678,0.080885
Rotselaar,24094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1301,16793,0.0774728
Rotselaar,24094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1330,17024,0.078125
Rotselaar,24094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1296,17081,0.0758738
Tervuren,24104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1138,21321,0.0533746
Tervuren,24104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1123,21461,0.0523275
Tervuren,24104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1204,21572,0.0558131
Tervuren,24104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1297,21911,0.059194
Tervuren,24104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1331,22248,0.0598256
Tervuren,24104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1327,22422,0.0591829
Tervuren,24104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1282,22708,0.0564559
Tervuren,24104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1256,22861,0.0549407
Tienen,24107,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,4333,33511,0.129301
Tienen,24107,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,4591,33950,0.135228
Tienen,24107,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,4787,34185,0.140032
Tienen,24107,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,5064,34365,0.147359
Tienen,24107,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,5347,34675,0.154203
Tienen,24107,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,5470,34975,0.156397
Tienen,24107,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,5515,35293,0.156263
Tienen,24107,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,5507,35545,0.15493
Tremelo,24109,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1592,14776,0.107742
Tremelo,24109,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1586,14751,0.107518
Tremelo,24109,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1567,14733,0.10636
Tremelo,24109,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1593,14756,0.107956
Tremelo,24109,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1614,14842,0.108745
Tremelo,24109,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1623,14914,0.108824
Tremelo,24109,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1570,14917,0.105249
Tremelo,24109,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1575,15008,0.104944
Zoutleeuw,24130,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1067,8292,0.128678
Zoutleeuw,24130,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1078,8324,0.129505
Zoutleeuw,24130,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1131,8364,0.135222
Zoutleeuw,24130,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1152,8446,0.136396
Zoutleeuw,24130,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1169,8498,0.137562
Zoutleeuw,24130,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1153,8480,0.135967
Zoutleeuw,24130,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1115,8575,0.130029
