Gemeente,NIS-code,Centrumstad?,Indicator,Soort aangifte,Jaar,Aantal individuele fiscale aangiften met een netto belastbaar inkomen lager dan 10.000 euro en aantal gemeenschappelijke aangiften met een netto belastbaar inkomen lager dan 20.000 euro,Aantal individuele fiscale aangiften en aantal gemeenschappelijke aangiften,Procent
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,545,7296,0.0746985
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,2482,13142,0.18886
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,556,7337,0.0757803
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,2510,13252,0.189405
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,502,7372,0.0680955
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,2575,13371,0.192581
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,445,7412,0.0600378
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,2573,13451,0.191287
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,418,7500,0.0557333
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,2648,13353,0.198307
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,364,7531,0.0483336
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,2661,13484,0.197345
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,277,7626,0.0363231
Grimbergen,23025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,2325,13289,0.174957
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,927,7223,0.12834
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,2881,14038,0.205229
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,865,7234,0.119574
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,2969,14099,0.210582
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,787,7348,0.107104
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,2827,14217,0.198846
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,663,7388,0.0897401
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,2507,13912,0.180204
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,568,7427,0.0764777
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,2549,14054,0.181372
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,530,7511,0.0705632
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,2515,14326,0.175555
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,500,7562,0.0661201
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,2588,14491,0.178594
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,483,7632,0.0632862
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,2596,14648,0.177226
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,421,7668,0.0549035
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,2592,14711,0.176195
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,376,7731,0.0486354
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,2715,14968,0.181387
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,316,7793,0.0405492
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,2609,15033,0.173552
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,236,7870,0.0299873
Halle,23027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,2501,15112,0.165498
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,217,1513,0.143424
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,530,2170,0.24424
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,205,1514,0.135403
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,567,2204,0.25726
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,174,1507,0.115461
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,514,2172,0.236648
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,147,1510,0.097351
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,451,2122,0.212535
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,137,1516,0.0903694
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,435,2144,0.202892
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,114,1505,0.0757475
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,431,2195,0.196355
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,113,1504,0.075133
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,435,2180,0.199541
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,97,1513,0.064111
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,431,2166,0.198984
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,85,1524,0.0557743
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,436,2207,0.197553
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,74,1527,0.048461
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,422,2169,0.19456
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,63,1521,0.0414201
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,398,2200,0.180909
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,45,1522,0.0295664
Herne,23032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,393,2224,0.176709
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,276,1996,0.138277
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,865,3357,0.257671
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,268,1998,0.134134
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,881,3412,0.258206
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,230,2001,0.114943
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,832,3444,0.24158
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,186,1989,0.0935143
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,720,3386,0.21264
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,174,2013,0.0864382
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,735,3361,0.218685
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,165,2030,0.0812808
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,706,3463,0.203869
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,152,2039,0.0745463
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,787,3538,0.222442
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,136,2072,0.0656371
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,790,3569,0.221351
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,130,2116,0.0614367
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,819,3604,0.227248
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,128,2135,0.0599532
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,828,3651,0.226787
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,105,2149,0.0488599
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,819,3719,0.22022
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,76,2174,0.0349586
Hoeilaart,23033,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,718,3686,0.194791
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,348,2405,0.144699
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,934,3942,0.236936
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,327,2421,0.135068
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,915,3956,0.231294
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,292,2443,0.119525
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,884,3938,0.224479
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,256,2501,0.102359
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,781,3836,0.203597
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,235,2502,0.0939249
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,779,3830,0.203394
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,211,2546,0.0828751
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,800,3871,0.206665
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,196,2552,0.0768025
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,807,3924,0.205657
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,174,2550,0.0682353
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,820,3973,0.206393
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,152,2594,0.0585968
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,787,4003,0.196603
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,127,2600,0.0488462
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,820,4081,0.200931
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,107,2653,0.0403317
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,808,4097,0.197217
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,83,2655,0.0312618
Kampenhout,23038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,762,4168,0.182821
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,280,2041,0.137188
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,700,3222,0.217256
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,251,2044,0.122798
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,725,3261,0.222324
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,240,2090,0.114833
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,650,3213,0.202303
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,188,2086,0.0901246
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,556,3207,0.173371
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,170,2077,0.0818488
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,593,3258,0.182014
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,153,2091,0.0731707
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,565,3240,0.174383
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,147,2090,0.0703349
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,571,3296,0.17324
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,127,2074,0.0612343
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,543,3332,0.162965
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,110,2061,0.0533721
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,547,3371,0.162266
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,81,2061,0.0393013
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,578,3427,0.168661
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,77,2093,0.0367893
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,531,3371,0.15752
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,61,2091,0.0291726
Kapelle-op-den-Bos,23039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,509,3377,0.150725
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,432,2800,0.154286
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,864,4235,0.204014
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,412,2804,0.146933
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,927,4354,0.212908
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,366,2790,0.131183
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,867,4424,0.195976
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,290,2789,0.10398
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,821,4332,0.18952
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,263,2788,0.0943329
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,847,4424,0.191456
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,243,2796,0.0869099
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,814,4464,0.182348
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,219,2775,0.0789189
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,817,4527,0.180473
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,193,2779,0.0694494
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,840,4606,0.182371
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,170,2804,0.0606277
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,865,4637,0.186543
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,151,2813,0.0536793
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,902,4699,0.191956
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,131,2838,0.0461593
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,883,4667,0.189201
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,96,2843,0.0337671
Liedekerke,23044,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,819,4649,0.176167
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,645,4073,0.15836
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1302,6008,0.216711
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,599,4044,0.148121
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1307,6145,0.212693
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,521,4059,0.128357
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1258,6150,0.204553
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,404,4040,0.1
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1188,6139,0.193517
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,346,4072,0.0849705
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1148,6140,0.186971
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,313,4109,0.0761743
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1140,6222,0.183221
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,302,4106,0.0735509
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1187,6278,0.189073
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,273,4120,0.0662621
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1172,6282,0.186565
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,244,4174,0.0584571
Londerzeel,23045,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1187,6370,0.186342
