Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Schoten ,11040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.32,0.42
 Sint-Amands ,12034,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.27,0.31,0.41
 Sint-Amands ,12034,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.28,0.28,0.44
 Sint-Genesius-Rode ,23101,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.27,0.32,0.42
 Sint-Genesius-Rode ,23101,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.23,0.36,0.42
 Sint-Genesius-Rode ,23101,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.33,0.34,0.33
 Sint-Genesius-Rode ,23101,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.32,0.29,0.39
 Sint-Gillis-Waas ,46020,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.29,0.25,0.46
 Sint-Gillis-Waas ,46020,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.23,0.3,0.47
 Sint-Gillis-Waas ,46020,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.27,0.24,0.5
 Sint-Gillis-Waas ,46020,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.28,0.31,0.41
 Sint-Katelijne-Waver ,12035,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.3,0.53
 Sint-Katelijne-Waver ,12035,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.33,0.47
 Sint-Katelijne-Waver ,12035,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.18,0.23,0.6
 Sint-Katelijne-Waver ,12035,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.19,0.25,0.56
 Sint-Laureins ,43014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.31,0.5
 Sint-Laureins ,43014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.33,0.45
 Sint-Laureins ,43014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.27,0.51
 Sint-Laureins ,43014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.24,0.35,0.41
 Sint-Lievens-Houtem ,41063,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.21,0.62
 Sint-Lievens-Houtem ,41063,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.16,0.23,0.61
 Sint-Lievens-Houtem ,41063,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.2,0.15,0.65
 Sint-Lievens-Houtem ,41063,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.19,0.23,0.58
 Sint-Martens-Latem ,44064,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.27,0.56
 Sint-Martens-Latem ,44064,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.2,0.59
 Sint-Martens-Latem ,44064,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.18,0.27,0.55
 Sint-Martens-Latem ,44064,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.21,0.26,0.53
 Sint-Niklaas ,46021,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.41,0.42
 Sint-Niklaas ,46021,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.32,0.47
 Sint-Niklaas ,46021,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2008,0.25,0.27,0.48
 Sint-Niklaas ,46021,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2011,0.31,0.29,0.4
 Sint-Niklaas ,46021,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2014,0.33,0.37,0.31
 Sint-Niklaas ,46021,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.24,0.29,0.47
 Sint-Niklaas ,46021,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.23,0.26,0.51
 Sint-Pieters-Leeuw ,23077,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.16,0.33,0.51
 Sint-Pieters-Leeuw ,23077,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.26,0.3,0.44
 Sint-Pieters-Leeuw ,23077,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.21,0.24,0.55
 Sint-Pieters-Leeuw ,23077,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.25,0.36,0.4
 Sint-Truiden ,71053,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.27,0.27,0.46
 Sint-Truiden ,71053,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.26,0.31,0.43
 Sint-Truiden ,71053,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.24,0.25,0.51
 Sint-Truiden ,71053,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.28,0.29,0.43
 Spiere-Helkijn ,34043,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.2,0.21,0.6
 Spiere-Helkijn ,34043,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.21,0.54
 Spiere-Helkijn ,34043,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.2,0.25,0.56
 Spiere-Helkijn ,34043,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.25,0.22,0.53
 Stabroek ,11044,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.23,0.4,0.37
 Stabroek ,11044,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.24,0.34,0.42
 Stabroek ,11044,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.3,0.28,0.43
 Stabroek ,11044,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.36,0.29,0.35
 Staden ,36019,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.29,0.53
 Staden ,36019,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.17,0.3,0.53
 Staden ,36019,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.25,0.53
 Staden ,36019,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.16,0.27,0.56
 Steenokkerzeel ,23081,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.25,0.56
 Steenokkerzeel ,23081,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.14,0.3,0.56
 Steenokkerzeel ,23081,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.25,0.27,0.48
 Steenokkerzeel ,23081,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.21,0.29,0.5
 Stekene ,46024,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.29,0.49
 Stekene ,46024,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.3,0.49
 Stekene ,46024,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.24,0.26,0.5
 Stekene ,46024,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.29,0.26,0.45
 Temse ,46025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.31,0.33,0.36
 Temse ,46025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.37,0.31,0.32
 Temse ,46025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.42,0.29,0.3
 Temse ,46025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.41,0.28,0.3
 Ternat ,23086,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.33,0.31,0.36
 Ternat ,23086,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.31,0.48
 Ternat ,23086,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.37,0.27,0.36
 Ternat ,23086,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.28,0.46
 Tervuren ,24104,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.2,0.25,0.54
 Tervuren ,24104,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.12,0.29,0.59
 Tervuren ,24104,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.21,0.25,0.55
 Tervuren ,24104,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.21,0.33,0.46
 Tessenderlo ,71057,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.23,0.55
 Tessenderlo ,71057,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.16,0.25,0.6
 Tessenderlo ,71057,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.26,0.52
 Tessenderlo ,71057,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.22,0.25,0.53
 Tielt ,37015,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.28,0.32,0.41
 Tielt ,37015,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.28,0.47
 Tielt ,37015,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.28,0.31,0.41
 Tielt ,37015,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.34,0.28,0.39
 Tielt-Winge ,24135,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.33,0.26,0.41
 Tielt-Winge ,24135,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.31,0.31,0.37
 Tielt-Winge ,24135,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.39,0.29,0.33
 Tielt-Winge ,24135,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.42,0.27,0.31
 Tienen ,24107,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.41,0.34,0.26
 Tienen ,24107,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.39,0.32,0.29
 Tienen ,24107,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.39,0.31,0.3
 Tienen ,24107,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.39,0.26,0.35
 Tongeren ,73083,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.3,0.34,0.36
 Tongeren ,73083,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.3,0.32,0.37
 Tongeren ,73083,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.33,0.28,0.39
 Tongeren ,73083,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.38,0.27,0.34
 Torhout ,31033,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.26,0.33,0.4
 Torhout ,31033,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.17,0.28,0.55
 Torhout ,31033,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.3,0.41
 Torhout ,31033,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.15,0.25,0.6
 Tremelo ,24109,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.23,0.3,0.46
 Tremelo ,24109,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.18,0.34,0.49
 Tremelo ,24109,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.3,0.26,0.45
 Tremelo ,24109,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.33,0.41
 Turnhout ,13040,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.29,0.37,0.34
 Turnhout ,13040,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.29,0.31,0.4
 Turnhout ,13040,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2008,0.24,0.26,0.49
 Turnhout ,13040,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2011,0.36,0.31,0.34
 Turnhout ,13040,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2014,0.34,0.31,0.35
 Turnhout ,13040,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.36,0.31,0.34
 Turnhout ,13040,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.31,0.29,0.39
 Veurne ,38025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.3,0.51
 Veurne ,38025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.22,0.28,0.51
 Veurne ,38025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.26,0.25,0.49
 Veurne ,38025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.29,0.29,0.42
 Vilvoorde ,23088,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.34,0.32,0.34
 Vilvoorde ,23088,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.33,0.29,0.39
 Vilvoorde ,23088,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.37,0.3,0.34
 Vilvoorde ,23088,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.35,0.27,0.38
 Vleteren ,33041,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.22,0.57
 Vleteren ,33041,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.14,0.25,0.61
 Vleteren ,33041,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.26,0.25,0.5
 Vleteren ,33041,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.19,0.26,0.55
 Voeren ,73109,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.28,0.53
 Voeren ,73109,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.26,0.54
 Voeren ,73109,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.25,0.52
 Voeren ,73109,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.33,0.41
 Vorselaar ,13044,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.11,0.15,0.73
 Vorselaar ,13044,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.15,0.15,0.7
 Vorselaar ,13044,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.11,0.14,0.75
 Vorselaar ,13044,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.14,0.14,0.72
 Vosselaar ,13046,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.26,0.53
 Vosselaar ,13046,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.15,0.3,0.55
 Vosselaar ,13046,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.25,0.25,0.5
 Vosselaar ,13046,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.17,0.31,0.52
 Waarschoot ,44072,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.32,0.46
 Waarschoot ,44072,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.24,0.33,0.43
 Waasmunster ,42023,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.3,0.51
 Waasmunster ,42023,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.23,0.28,0.5
 Waasmunster ,42023,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.24,0.3,0.46
 Waasmunster ,42023,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.29,0.26,0.45
 Wachtebeke ,44073,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.21,0.61
 Wachtebeke ,44073,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.31,0.48
 Wachtebeke ,44073,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.12,0.18,0.71
 Wachtebeke ,44073,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.18,0.25,0.57
 Waregem ,34040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.23,0.59
 Waregem ,34040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.22,0.27,0.51
 Waregem ,34040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.2,0.25,0.55
 Waregem ,34040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.27,0.47
 Wellen ,73098,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.16,0.27,0.57
 Wellen ,73098,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.29,0.5
 Wellen ,73098,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.19,0.2,0.61
 Wellen ,73098,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.29,0.26,0.45
 Wemmel ,23102,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.38,0.4
 Wemmel ,23102,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.27,0.48
 Wemmel ,23102,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.29,0.41
 Wemmel ,23102,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.25,0.28,0.47
 Wervik ,33029,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.25,0.32,0.43
 Wervik ,33029,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.19,0.36,0.46
 Wervik ,33029,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.27,0.3,0.43
 Wervik ,33029,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.23,0.31,0.46
 Westerlo ,13049,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.26,0.57
 Westerlo ,13049,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.15,0.26,0.59
 Westerlo ,13049,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.15,0.26,0.59
 Westerlo ,13049,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.18,0.22,0.59
 Wetteren ,42025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.25,0.32,0.43
 Wetteren ,42025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.29,0.28,0.43
 Wetteren ,42025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.36,0.42
 Wetteren ,42025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.28,0.3,0.42
 Wevelgem ,34041,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.21,0.6
 Wevelgem ,34041,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.18,0.3,0.53
 Wevelgem ,34041,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.18,0.21,0.61
 Wevelgem ,34041,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.18,0.3,0.52
 Wezembeek-Oppem ,23103,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.2,0.29,0.51
 Wezembeek-Oppem ,23103,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.17,0.38,0.45
 Wezembeek-Oppem ,23103,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.38,0.28,0.33
 Wezembeek-Oppem ,23103,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.22,0.37,0.41
 Wichelen ,42026,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.24,0.25,0.51
 Wichelen ,42026,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.24,0.56
 Wichelen ,42026,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.31,0.28,0.41
 Wichelen ,42026,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.25,0.31,0.45
 Wielsbeke ,37017,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.15,0.28,0.58
 Wielsbeke ,37017,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.24,0.51
 Wielsbeke ,37017,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.18,0.24,0.59
 Wielsbeke ,37017,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.27,0.18,0.55
 Wijnegem ,11050,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.2,0.25,0.55
 Wijnegem ,11050,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.14,0.34,0.52
 Wijnegem ,11050,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.19,0.22,0.59
 Wijnegem ,11050,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.2,0.27,0.54
 Willebroek ,12040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.25,0.35,0.4
 Willebroek ,12040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.33,0.3,0.37
 Willebroek ,12040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.32,0.28,0.4
 Willebroek ,12040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.33,0.29,0.38
